# S1 DEM window: AWS Terrain Tiles Terrarium z15 (SRTM-derived mirror, NOT USGS tile)
# tiles: z15/24447/13793,z15/24448/13793,z15/24449/13793,z15/24447/13794,z15/24448/13794,z15/24449/13794,z15/24447/13795,z15/24448/13795,z15/24449/13795
# decode: elev = R*256 + G + B/256 - 32768 | pixel_m=4.243 | s1_mosaic_px=402,446
i,j,lat,lon,elev_m
8,38,27.344782,88.598986,1243.62
9,38,27.344782,88.599029,1244.43
10,38,27.344782,88.599072,1245.21
11,38,27.344782,88.599114,1245.96
12,38,27.344782,88.599157,1246.68
13,38,27.344782,88.599200,1247.40
14,38,27.344782,88.599243,1248.19
15,38,27.344782,88.599286,1249.12
16,38,27.344782,88.599329,1250.27
17,38,27.344782,88.599372,1251.66
18,38,27.344782,88.599415,1253.32
19,38,27.344782,88.599458,1255.25
20,38,27.344782,88.599501,1257.45
21,38,27.344782,88.599544,1259.89
22,38,27.344782,88.599586,1262.47
23,38,27.344782,88.599629,1265.12
24,38,27.344782,88.599672,1267.75
25,38,27.344782,88.599715,1270.29
26,38,27.344782,88.599758,1272.73
27,38,27.344782,88.599801,1275.05
28,38,27.344782,88.599844,1277.21
29,38,27.344782,88.599887,1279.25
30,38,27.344782,88.599930,1281.24
31,38,27.344782,88.599973,1283.25
32,38,27.344782,88.600016,1285.35
33,38,27.344782,88.600059,1287.52
34,38,27.344782,88.600101,1289.69
35,38,27.344782,88.600144,1291.75
36,38,27.344782,88.600187,1293.61
37,38,27.344782,88.600230,1295.27
38,38,27.344782,88.600273,1296.82
39,38,27.344782,88.600316,1298.37
40,38,27.344782,88.600359,1300.03
41,38,27.344782,88.600402,1301.85
42,38,27.344782,88.600445,1303.88
43,38,27.344782,88.600488,1306.12
44,38,27.344782,88.600531,1308.60
45,38,27.344782,88.600574,1311.32
46,38,27.344782,88.600616,1314.21
47,38,27.344782,88.600659,1317.24
48,38,27.344782,88.600702,1320.35
49,38,27.344782,88.600745,1323.51
50,38,27.344782,88.600788,1326.74
51,38,27.344782,88.600831,1330.04
52,38,27.344782,88.600874,1333.42
53,38,27.344782,88.600917,1336.83
54,38,27.344782,88.600960,1340.13
55,38,27.344782,88.601003,1343.18
56,38,27.344782,88.601046,1345.84
57,38,27.344782,88.601089,1348.08
58,38,27.344782,88.601131,1349.98
59,38,27.344782,88.601174,1351.64
60,38,27.344782,88.601217,1353.16
61,38,27.344782,88.601260,1354.61
62,38,27.344782,88.601303,1356.06
63,38,27.344782,88.601346,1357.55
0,39,27.344744,88.598642,1234.72
1,39,27.344744,88.598685,1236.14
2,39,27.344744,88.598728,1237.45
3,39,27.344744,88.598771,1238.66
4,39,27.344744,88.598814,1239.79
5,39,27.344744,88.598857,1240.85
6,39,27.344744,88.598900,1241.82
7,39,27.344744,88.598943,1242.73
8,39,27.344744,88.598986,1243.55
9,39,27.344744,88.599029,1244.31
10,39,27.344744,88.599072,1245.04
11,39,27.344744,88.599114,1245.75
12,39,27.344744,88.599157,1246.48
13,39,27.344744,88.599200,1247.28
14,39,27.344744,88.599243,1248.18
15,39,27.344744,88.599286,1249.23
16,39,27.344744,88.599329,1250.48
17,39,27.344744,88.599372,1251.95
18,39,27.344744,88.599415,1253.66
19,39,27.344744,88.599458,1255.62
20,39,27.344744,88.599501,1257.82
21,39,27.344744,88.599544,1260.24
22,39,27.344744,88.599586,1262.79
23,39,27.344744,88.599629,1265.41
24,39,27.344744,88.599672,1268.01
25,39,27.344744,88.599715,1270.56
26,39,27.344744,88.599758,1273.02
27,39,27.344744,88.599801,1275.39
28,39,27.344744,88.599844,1277.64
29,39,27.344744,88.599887,1279.80
30,39,27.344744,88.599930,1281.91
31,39,27.344744,88.599973,1284.04
32,39,27.344744,88.600016,1286.25
33,39,27.344744,88.600059,1288.52
34,39,27.344744,88.600101,1290.77
35,39,27.344744,88.600144,1292.92
36,39,27.344744,88.600187,1294.89
37,39,27.344744,88.600230,1296.68
38,39,27.344744,88.600273,1298.34
39,39,27.344744,88.600316,1299.97
40,39,27.344744,88.600359,1301.64
41,39,27.344744,88.600402,1303.43
42,39,27.344744,88.600445,1305.39
43,39,27.344744,88.600488,1307.61
44,39,27.344744,88.600531,1310.14
45,39,27.344744,88.600574,1312.97
46,39,27.344744,88.600616,1316.00
47,39,27.344744,88.600659,1319.12
48,39,27.344744,88.600702,1322.22
49,39,27.344744,88.600745,1325.27
50,39,27.344744,88.600788,1328.31
51,39,27.344744,88.600831,1331.41
52,39,27.344744,88.600874,1334.61
53,39,27.344744,88.600917,1337.88
54,39,27.344744,88.600960,1341.06
55,39,27.344744,88.601003,1344.02
56,39,27.344744,88.601046,1346.59
57,39,27.344744,88.601089,1348.72
58,39,27.344744,88.601131,1350.52
59,39,27.344744,88.601174,1352.05
60,39,27.344744,88.601217,1353.43
61,39,27.344744,88.601260,1354.73
62,39,27.344744,88.601303,1356.02
63,39,27.344744,88.601346,1357.35
0,40,27.344705,88.598642,1234.76
1,40,27.344705,88.598685,1236.05
2,40,27.344705,88.598728,1237.23
3,40,27.344705,88.598771,1238.36
4,40,27.344705,88.598814,1239.45
5,40,27.344705,88.598857,1240.51
6,40,27.344705,88.598900,1241.53
7,40,27.344705,88.598943,1242.47
8,40,27.344705,88.598986,1243.32
9,40,27.344705,88.599029,1244.09
10,40,27.344705,88.599072,1244.82
11,40,27.344705,88.599114,1245.57
12,40,27.344705,88.599157,1246.37
13,40,27.344705,88.599200,1247.27
14,40,27.344705,88.599243,1248.28
15,40,27.344705,88.599286,1249.45
16,40,27.344705,88.599329,1250.79
17,40,27.344705,88.599372,1252.33
18,40,27.344705,88.599415,1254.08
19,40,27.344705,88.599458,1256.05
20,40,27.344705,88.599501,1258.23
21,40,27.344705,88.599544,1260.62
22,40,27.344705,88.599586,1263.15
23,40,27.344705,88.599629,1265.76
24,40,27.344705,88.599672,1268.37
25,40,27.344705,88.599715,1270.96
26,40,27.344705,88.599758,1273.49
27,40,27.344705,88.599801,1275.96
28,40,27.344705,88.599844,1278.35
29,40,27.344705,88.599887,1280.66
30,40,27.344705,88.599930,1282.93
31,40,27.344705,88.599973,1285.20
32,40,27.344705,88.600016,1287.52
33,40,27.344705,88.600059,1289.87
34,40,27.344705,88.600101,1292.18
35,40,27.344705,88.600144,1294.39
36,40,27.344705,88.600187,1296.41
37,40,27.344705,88.600230,1298.26
38,40,27.344705,88.600273,1299.98
39,40,27.344705,88.600316,1301.63
40,40,27.344705,88.600359,1303.29
41,40,27.344705,88.600402,1305.03
42,40,27.344705,88.600445,1306.94
43,40,27.344705,88.600488,1309.11
44,40,27.344705,88.600531,1311.62
45,40,27.344705,88.600574,1314.48
46,40,27.344705,88.600616,1317.55
47,40,27.344705,88.600659,1320.68
48,40,27.344705,88.600702,1323.75
49,40,27.344705,88.600745,1326.70
50,40,27.344705,88.600788,1329.61
51,40,27.344705,88.600831,1332.55
52,40,27.344705,88.600874,1335.60
53,40,27.344705,88.600917,1338.73
54,40,27.344705,88.600960,1341.80
55,40,27.344705,88.601003,1344.63
56,40,27.344705,88.601046,1347.09
57,40,27.344705,88.601089,1349.11
58,40,27.344705,88.601131,1350.79
59,40,27.344705,88.601174,1352.22
60,40,27.344705,88.601217,1353.50
61,40,27.344705,88.601260,1354.70
62,40,27.344705,88.601303,1355.89
63,40,27.344705,88.601346,1357.11
0,41,27.344667,88.598642,1234.62
1,41,27.344667,88.598685,1235.82
2,41,27.344667,88.598728,1236.92
3,41,27.344667,88.598771,1237.97
4,41,27.344667,88.598814,1239.01
5,41,27.344667,88.598857,1240.05
6,41,27.344667,88.598900,1241.06
7,41,27.344667,88.598943,1242.03
8,41,27.344667,88.598986,1242.92
9,41,27.344667,88.599029,1243.76
10,41,27.344667,88.599072,1244.58
11,41,27.344667,88.599114,1245.43
12,41,27.344667,88.599157,1246.35
13,41,27.344667,88.599200,1247.37
14,41,27.344667,88.599243,1248.50
15,41,27.344667,88.599286,1249.77
16,41,27.344667,88.599329,1251.18
17,41,27.344667,88.599372,1252.77
18,41,27.344667,88.599415,1254.53
19,41,27.344667,88.599458,1256.49
20,41,27.344667,88.599501,1258.67
21,41,27.344667,88.599544,1261.04
22,41,27.344667,88.599586,1263.56
23,41,27.344667,88.599629,1266.18
24,41,27.344667,88.599672,1268.84
25,41,27.344667,88.599715,1271.50
26,41,27.344667,88.599758,1274.15
27,41,27.344667,88.599801,1276.76
28,41,27.344667,88.599844,1279.31
29,41,27.344667,88.599887,1281.80
30,41,27.344667,88.599930,1284.25
31,41,27.344667,88.599973,1286.68
32,41,27.344667,88.600016,1289.11
33,41,27.344667,88.600059,1291.54
34,41,27.344667,88.600101,1293.88
35,41,27.344667,88.600144,1296.10
36,41,27.344667,88.600187,1298.13
37,41,27.344667,88.600230,1299.97
38,41,27.344667,88.600273,1301.67
39,41,27.344667,88.600316,1303.30
40,41,27.344667,88.600359,1304.92
41,41,27.344667,88.600402,1306.61
42,41,27.344667,88.600445,1308.46
43,41,27.344667,88.600488,1310.57
44,41,27.344667,88.600531,1313.02
45,41,27.344667,88.600574,1315.80
46,41,27.344667,88.600616,1318.79
47,41,27.344667,88.600659,1321.86
48,41,27.344667,88.600702,1324.86
49,41,27.344667,88.600745,1327.75
50,41,27.344667,88.600788,1330.60
51,41,27.344667,88.600831,1333.46
52,41,27.344667,88.600874,1336.41
53,41,27.344667,88.600917,1339.41
54,41,27.344667,88.600960,1342.34
55,41,27.344667,88.601003,1345.03
56,41,27.344667,88.601046,1347.34
57,41,27.344667,88.601089,1349.24
58,41,27.344667,88.601131,1350.81
59,41,27.344667,88.601174,1352.16
60,41,27.344667,88.601217,1353.37
61,41,27.344667,88.601260,1354.53
62,41,27.344667,88.601303,1355.68
63,41,27.344667,88.601346,1356.85
0,42,27.344629,88.598642,1234.35
1,42,27.344629,88.598685,1235.47
2,42,27.344629,88.598728,1236.52
3,42,27.344629,88.598771,1237.51
4,42,27.344629,88.598814,1238.50
5,42,27.344629,88.598857,1239.49
6,42,27.344629,88.598900,1240.48
7,42,27.344629,88.598943,1241.46
8,42,27.344629,88.598986,1242.43
9,42,27.344629,88.599029,1243.37
10,42,27.344629,88.599072,1244.34
11,42,27.344629,88.599114,1245.34
12,42,27.344629,88.599157,1246.42
13,42,27.344629,88.599200,1247.58
14,42,27.344629,88.599243,1248.84
15,42,27.344629,88.599286,1250.20
16,42,27.344629,88.599329,1251.68
17,42,27.344629,88.599372,1253.28
18,42,27.344629,88.599415,1255.04
19,42,27.344629,88.599458,1256.98
20,42,27.344629,88.599501,1259.14
21,42,27.344629,88.599544,1261.49
22,42,27.344629,88.599586,1264.01
23,42,27.344629,88.599629,1266.65
24,42,27.344629,88.599672,1269.37
25,42,27.344629,88.599715,1272.14
26,42,27.344629,88.599758,1274.93
27,42,27.344629,88.599801,1277.70
28,42,27.344629,88.599844,1280.45
29,42,27.344629,88.599887,1283.14
30,42,27.344629,88.599930,1285.79
31,42,27.344629,88.599973,1288.39
32,42,27.344629,88.600016,1290.93
33,42,27.344629,88.600059,1293.41
34,42,27.344629,88.600101,1295.76
35,42,27.344629,88.600144,1297.95
36,42,27.344629,88.600187,1299.93
37,42,27.344629,88.600230,1301.70
38,42,27.344629,88.600273,1303.33
39,42,27.344629,88.600316,1304.89
40,42,27.344629,88.600359,1306.46
41,42,27.344629,88.600402,1308.10
42,42,27.344629,88.600445,1309.90
43,42,27.344629,88.600488,1311.93
44,42,27.344629,88.600531,1314.28
45,42,27.344629,88.600574,1316.92
46,42,27.344629,88.600616,1319.76
47,42,27.344629,88.600659,1322.69
48,42,27.344629,88.600702,1325.60
49,42,27.344629,88.600745,1328.45
50,42,27.344629,88.600788,1331.27
51,42,27.344629,88.600831,1334.09
52,42,27.344629,88.600874,1336.97
53,42,27.344629,88.600917,1339.85
54,42,27.344629,88.600960,1342.63
55,42,27.344629,88.601003,1345.17
56,42,27.344629,88.601046,1347.35
57,42,27.344629,88.601089,1349.13
58,42,27.344629,88.601131,1350.62
59,42,27.344629,88.601174,1351.91
60,42,27.344629,88.601217,1353.10
61,42,27.344629,88.601260,1354.27
62,42,27.344629,88.601303,1355.42
63,42,27.344629,88.601346,1356.59
0,43,27.344591,88.598642,1233.94
1,43,27.344591,88.598685,1235.02
2,43,27.344591,88.598728,1236.01
3,43,27.344591,88.598771,1236.97
4,43,27.344591,88.598814,1237.91
5,43,27.344591,88.598857,1238.88
6,43,27.344591,88.598900,1239.86
7,43,27.344591,88.598943,1240.86
8,43,27.344591,88.598986,1241.90
9,43,27.344591,88.599029,1242.98
10,43,27.344591,88.599072,1244.12
11,43,27.344591,88.599114,1245.31
12,43,27.344591,88.599157,1246.57
13,43,27.344591,88.599200,1247.90
14,43,27.344591,88.599243,1249.30
15,43,27.344591,88.599286,1250.76
16,43,27.344591,88.599329,1252.29
17,43,27.344591,88.599372,1253.90
18,43,27.344591,88.599415,1255.63
19,43,27.344591,88.599458,1257.54
20,43,27.344591,88.599501,1259.66
21,43,27.344591,88.599544,1261.99
22,43,27.344591,88.599586,1264.50
23,43,27.344591,88.599629,1267.17
24,43,27.344591,88.599672,1269.95
25,43,27.344591,88.599715,1272.82
26,43,27.344591,88.599758,1275.74
27,43,27.344591,88.599801,1278.70
28,43,27.344591,88.599844,1281.65
29,43,27.344591,88.599887,1284.58
30,43,27.344591,88.599930,1287.45
31,43,27.344591,88.599973,1290.23
32,43,27.344591,88.600016,1292.88
33,43,27.344591,88.600059,1295.38
34,43,27.344591,88.600101,1297.70
35,43,27.344591,88.600144,1299.80
36,43,27.344591,88.600187,1301.68
37,43,27.344591,88.600230,1303.34
38,43,27.344591,88.600273,1304.86
39,43,27.344591,88.600316,1306.34
40,43,27.344591,88.600359,1307.84
41,43,27.344591,88.600402,1309.44
42,43,27.344591,88.600445,1311.18
43,43,27.344591,88.600488,1313.14
44,43,27.344591,88.600531,1315.35
45,43,27.344591,88.600574,1317.81
46,43,27.344591,88.600616,1320.46
47,43,27.344591,88.600659,1323.22
48,43,27.344591,88.600702,1326.02
49,43,27.344591,88.600745,1328.81
50,43,27.344591,88.600788,1331.60
51,43,27.344591,88.600831,1334.39
52,43,27.344591,88.600874,1337.20
53,43,27.344591,88.600917,1339.97
54,43,27.344591,88.600960,1342.61
55,43,27.344591,88.601003,1345.02
56,43,27.344591,88.601046,1347.09
57,43,27.344591,88.601089,1348.80
58,43,27.344591,88.601131,1350.25
59,43,27.344591,88.601174,1351.54
60,43,27.344591,88.601217,1352.75
61,43,27.344591,88.601260,1353.95
62,43,27.344591,88.601303,1355.15
63,43,27.344591,88.601346,1356.36
0,44,27.344553,88.598642,1233.42
1,44,27.344553,88.598685,1234.45
2,44,27.344553,88.598728,1235.42
3,44,27.344553,88.598771,1236.34
4,44,27.344553,88.598814,1237.28
5,44,27.344553,88.598857,1238.23
6,44,27.344553,88.598900,1239.23
7,44,27.344553,88.598943,1240.30
8,44,27.344553,88.598986,1241.43
9,44,27.344553,88.599029,1242.65
10,44,27.344553,88.599072,1243.96
11,44,27.344553,88.599114,1245.34
12,44,27.344553,88.599157,1246.79
13,44,27.344553,88.599200,1248.31
14,44,27.344553,88.599243,1249.88
15,44,27.344553,88.599286,1251.46
16,44,27.344553,88.599329,1253.04
17,44,27.344553,88.599372,1254.64
18,44,27.344553,88.599415,1256.34
19,44,27.344553,88.599458,1258.18
20,44,27.344553,88.599501,1260.24
21,44,27.344553,88.599544,1262.54
22,44,27.344553,88.599586,1265.05
23,44,27.344553,88.599629,1267.73
24,44,27.344553,88.599672,1270.55
25,44,27.344553,88.599715,1273.49
26,44,27.344553,88.599758,1276.53
27,44,27.344553,88.599801,1279.65
28,44,27.344553,88.599844,1282.83
29,44,27.344553,88.599887,1286.02
30,44,27.344553,88.599930,1289.14
31,44,27.344553,88.599973,1292.11
32,44,27.344553,88.600016,1294.86
33,44,27.344553,88.600059,1297.34
34,44,27.344553,88.600101,1299.56
35,44,27.344553,88.600144,1301.53
36,44,27.344553,88.600187,1303.26
37,44,27.344553,88.600230,1304.78
38,44,27.344553,88.600273,1306.19
39,44,27.344553,88.600316,1307.57
40,44,27.344553,88.600359,1309.00
41,44,27.344553,88.600402,1310.54
42,44,27.344553,88.600445,1312.23
43,44,27.344553,88.600488,1314.11
44,44,27.344553,88.600531,1316.19
45,44,27.344553,88.600574,1318.48
46,44,27.344553,88.600616,1320.93
47,44,27.344553,88.600659,1323.51
48,44,27.344553,88.600702,1326.16
49,44,27.344553,88.600745,1328.85
50,44,27.344553,88.600788,1331.57
51,44,27.344553,88.600831,1334.30
52,44,27.344553,88.600874,1337.02
53,44,27.344553,88.600917,1339.70
54,44,27.344553,88.600960,1342.23
55,44,27.344553,88.601003,1344.55
56,44,27.344553,88.601046,1346.57
57,44,27.344553,88.601089,1348.28
58,44,27.344553,88.601131,1349.75
59,44,27.344553,88.601174,1351.09
60,44,27.344553,88.601217,1352.36
61,44,27.344553,88.601260,1353.63
62,44,27.344553,88.601303,1354.90
63,44,27.344553,88.601346,1356.17
0,45,27.344515,88.598642,1232.83
1,45,27.344515,88.598685,1233.83
2,45,27.344515,88.598728,1234.77
3,45,27.344515,88.598771,1235.68
4,45,27.344515,88.598814,1236.62
5,45,27.344515,88.598857,1237.61
6,45,27.344515,88.598900,1238.68
7,45,27.344515,88.598943,1239.82
8,45,27.344515,88.598986,1241.07
9,45,27.344515,88.599029,1242.42
10,45,27.344515,88.599072,1243.88
11,45,27.344515,88.599114,1245.43
12,45,27.344515,88.599157,1247.08
13,45,27.344515,88.599200,1248.80
14,45,27.344515,88.599243,1250.54
15,45,27.344515,88.599286,1252.25
16,45,27.344515,88.599329,1253.90
17,45,27.344515,88.599372,1255.50
18,45,27.344515,88.599415,1257.14
19,45,27.344515,88.599458,1258.91
20,45,27.344515,88.599501,1260.91
21,45,27.344515,88.599544,1263.16
22,45,27.344515,88.599586,1265.64
23,45,27.344515,88.599629,1268.32
24,45,27.344515,88.599672,1271.16
25,45,27.344515,88.599715,1274.14
26,45,27.344515,88.599758,1277.27
27,45,27.344515,88.599801,1280.53
28,45,27.344515,88.599844,1283.93
29,45,27.344515,88.599887,1287.38
30,45,27.344515,88.599930,1290.76
31,45,27.344515,88.599973,1293.93
32,45,27.344515,88.600016,1296.75
33,45,27.344515,88.600059,1299.18
34,45,27.344515,88.600101,1301.25
35,45,27.344515,88.600144,1303.04
36,45,27.344515,88.600187,1304.58
37,45,27.344515,88.600230,1305.95
38,45,27.344515,88.600273,1307.24
39,45,27.344515,88.600316,1308.52
40,45,27.344515,88.600359,1309.88
41,45,27.344515,88.600402,1311.36
42,45,27.344515,88.600445,1312.99
43,45,27.344515,88.600488,1314.79
44,45,27.344515,88.600531,1316.75
45,45,27.344515,88.600574,1318.89
46,45,27.344515,88.600616,1321.17
47,45,27.344515,88.600659,1323.57
48,45,27.344515,88.600702,1326.06
49,45,27.344515,88.600745,1328.61
50,45,27.344515,88.600788,1331.21
51,45,27.344515,88.600831,1333.84
52,45,27.344515,88.600874,1336.46
53,45,27.344515,88.600917,1339.04
54,45,27.344515,88.600960,1341.51
55,45,27.344515,88.601003,1343.80
56,45,27.344515,88.601046,1345.84
57,45,27.344515,88.601089,1347.61
58,45,27.344515,88.601131,1349.18
59,45,27.344515,88.601174,1350.62
60,45,27.344515,88.601217,1352.00
61,45,27.344515,88.601260,1353.36
62,45,27.344515,88.601303,1354.71
63,45,27.344515,88.601346,1356.04
0,46,27.344477,88.598642,1232.26
1,46,27.344477,88.598685,1233.25
2,46,27.344477,88.598728,1234.17
3,46,27.344477,88.598771,1235.09
4,46,27.344477,88.598814,1236.05
5,46,27.344477,88.598857,1237.10
6,46,27.344477,88.598900,1238.24
7,46,27.344477,88.598943,1239.48
8,46,27.344477,88.598986,1240.84
9,46,27.344477,88.599029,1242.30
10,46,27.344477,88.599072,1243.89
11,46,27.344477,88.599114,1245.59
12,46,27.344477,88.599157,1247.41
13,46,27.344477,88.599200,1249.30
14,46,27.344477,88.599243,1251.21
15,46,27.344477,88.599286,1253.05
16,46,27.344477,88.599329,1254.76
17,46,27.344477,88.599372,1256.36
18,46,27.344477,88.599415,1257.96
19,46,27.344477,88.599458,1259.69
20,46,27.344477,88.599501,1261.64
21,46,27.344477,88.599544,1263.86
22,46,27.344477,88.599586,1266.33
23,46,27.344477,88.599629,1269.00
24,46,27.344477,88.599672,1271.86
25,46,27.344477,88.599715,1274.86
26,46,27.344477,88.599758,1278.05
27,46,27.344477,88.599801,1281.41
28,46,27.344477,88.599844,1284.97
29,46,27.344477,88.599887,1288.64
30,46,27.344477,88.599930,1292.23
31,46,27.344477,88.599973,1295.54
32,46,27.344477,88.600016,1298.40
33,46,27.344477,88.600059,1300.73
34,46,27.344477,88.600101,1302.65
35,46,27.344477,88.600144,1304.24
36,46,27.344477,88.600187,1305.59
37,46,27.344477,88.600230,1306.81
38,46,27.344477,88.600273,1307.97
39,46,27.344477,88.600316,1309.15
40,46,27.344477,88.600359,1310.43
41,46,27.344477,88.600402,1311.85
42,46,27.344477,88.600445,1313.43
43,46,27.344477,88.600488,1315.15
44,46,27.344477,88.600531,1317.03
45,46,27.344477,88.600574,1319.05
46,46,27.344477,88.600616,1321.19
47,46,27.344477,88.600659,1323.43
48,46,27.344477,88.600702,1325.76
49,46,27.344477,88.600745,1328.16
50,46,27.344477,88.600788,1330.61
51,46,27.344477,88.600831,1333.10
52,46,27.344477,88.600874,1335.62
53,46,27.344477,88.600917,1338.15
54,46,27.344477,88.600960,1340.60
55,46,27.344477,88.601003,1342.92
56,46,27.344477,88.601046,1345.04
57,46,27.344477,88.601089,1346.93
58,46,27.344477,88.601131,1348.64
59,46,27.344477,88.601174,1350.23
60,46,27.344477,88.601217,1351.73
61,46,27.344477,88.601260,1353.18
62,46,27.344477,88.601303,1354.59
63,46,27.344477,88.601346,1355.98
0,47,27.344439,88.598642,1231.80
1,47,27.344439,88.598685,1232.80
2,47,27.344439,88.598728,1233.73
3,47,27.344439,88.598771,1234.66
4,47,27.344439,88.598814,1235.66
5,47,27.344439,88.598857,1236.76
6,47,27.344439,88.598900,1237.98
7,47,27.344439,88.598943,1239.30
8,47,27.344439,88.598986,1240.75
9,47,27.344439,88.599029,1242.32
10,47,27.344439,88.599072,1244.01
11,47,27.344439,88.599114,1245.83
12,47,27.344439,88.599157,1247.77
13,47,27.344439,88.599200,1249.78
14,47,27.344439,88.599243,1251.80
15,47,27.344439,88.599286,1253.73
16,47,27.344439,88.599329,1255.50
17,47,27.344439,88.599372,1257.14
18,47,27.344439,88.599415,1258.75
19,47,27.344439,88.599458,1260.48
20,47,27.344439,88.599501,1262.43
21,47,27.344439,88.599544,1264.67
22,47,27.344439,88.599586,1267.14
23,47,27.344439,88.599629,1269.83
24,47,27.344439,88.599672,1272.70
25,47,27.344439,88.599715,1275.73
26,47,27.344439,88.599758,1278.94
27,47,27.344439,88.599801,1282.36
28,47,27.344439,88.599844,1286.00
29,47,27.344439,88.599887,1289.77
30,47,27.344439,88.599930,1293.45
31,47,27.344439,88.599973,1296.81
32,47,27.344439,88.600016,1299.64
33,47,27.344439,88.600059,1301.89
34,47,27.344439,88.600101,1303.65
35,47,27.344439,88.600144,1305.06
36,47,27.344439,88.600187,1306.25
37,47,27.344439,88.600230,1307.32
38,47,27.344439,88.600273,1308.35
39,47,27.344439,88.600316,1309.42
40,47,27.344439,88.600359,1310.62
41,47,27.344439,88.600402,1311.98
42,47,27.344439,88.600445,1313.51
43,47,27.344439,88.600488,1315.18
44,47,27.344439,88.600531,1317.00
45,47,27.344439,88.600574,1318.93
46,47,27.344439,88.600616,1320.98
47,47,27.344439,88.600659,1323.11
48,47,27.344439,88.600702,1325.29
49,47,27.344439,88.600745,1327.54
50,47,27.344439,88.600788,1329.84
51,47,27.344439,88.600831,1332.21
52,47,27.344439,88.600874,1334.67
53,47,27.344439,88.600917,1337.17
54,47,27.344439,88.600960,1339.66
55,47,27.344439,88.601003,1342.06
56,47,27.344439,88.601046,1344.30
57,47,27.344439,88.601089,1346.36
58,47,27.344439,88.601131,1348.25
59,47,27.344439,88.601174,1349.99
60,47,27.344439,88.601217,1351.61
61,47,27.344439,88.601260,1353.14
62,47,27.344439,88.601303,1354.60
63,47,27.344439,88.601346,1356.02
0,48,27.344400,88.598642,1231.54
1,48,27.344400,88.598685,1232.57
2,48,27.344400,88.598728,1233.54
3,48,27.344400,88.598771,1234.52
4,48,27.344400,88.598814,1235.55
5,48,27.344400,88.598857,1236.69
6,48,27.344400,88.598900,1237.94
7,48,27.344400,88.598943,1239.32
8,48,27.344400,88.598986,1240.83
9,48,27.344400,88.599029,1242.48
10,48,27.344400,88.599072,1244.25
11,48,27.344400,88.599114,1246.14
12,48,27.344400,88.599157,1248.12
13,48,27.344400,88.599200,1250.17
14,48,27.344400,88.599243,1252.21
15,48,27.344400,88.599286,1254.17
16,48,27.344400,88.599329,1256.00
17,48,27.344400,88.599372,1257.71
18,48,27.344400,88.599415,1259.42
19,48,27.344400,88.599458,1261.24
20,48,27.344400,88.599501,1263.28
21,48,27.344400,88.599544,1265.58
22,48,27.344400,88.599586,1268.12
23,48,27.344400,88.599629,1270.86
24,48,27.344400,88.599672,1273.76
25,48,27.344400,88.599715,1276.82
26,48,27.344400,88.599758,1280.05
27,48,27.344400,88.599801,1283.46
28,48,27.344400,88.599844,1287.06
29,48,27.344400,88.599887,1290.76
30,48,27.344400,88.599930,1294.35
31,48,27.344400,88.599973,1297.61
32,48,27.344400,88.600016,1300.34
33,48,27.344400,88.600059,1302.48
34,48,27.344400,88.600101,1304.14
35,48,27.344400,88.600144,1305.44
36,48,27.344400,88.600187,1306.51
37,48,27.344400,88.600230,1307.44
38,48,27.344400,88.600273,1308.34
39,48,27.344400,88.600316,1309.30
40,48,27.344400,88.600359,1310.41
41,48,27.344400,88.600402,1311.72
42,48,27.344400,88.600445,1313.20
43,48,27.344400,88.600488,1314.85
44,48,27.344400,88.600531,1316.64
45,48,27.344400,88.600574,1318.54
46,48,27.344400,88.600616,1320.54
47,48,27.344400,88.600659,1322.60
48,48,27.344400,88.600702,1324.69
49,48,27.344400,88.600745,1326.81
50,48,27.344400,88.600788,1329.00
51,48,27.344400,88.600831,1331.30
52,48,27.344400,88.600874,1333.72
53,48,27.344400,88.600917,1336.27
54,48,27.344400,88.600960,1338.85
55,48,27.344400,88.601003,1341.39
56,48,27.344400,88.601046,1343.80
57,48,27.344400,88.601089,1346.03
58,48,27.344400,88.601131,1348.09
59,48,27.344400,88.601174,1349.98
60,48,27.344400,88.601217,1351.70
61,48,27.344400,88.601260,1353.27
62,48,27.344400,88.601303,1354.75
63,48,27.344400,88.601346,1356.18
0,49,27.344362,88.598642,1231.49
1,49,27.344362,88.598685,1232.60
2,49,27.344362,88.598728,1233.64
3,49,27.344362,88.598771,1234.66
4,49,27.344362,88.598814,1235.73
5,49,27.344362,88.598857,1236.88
6,49,27.344362,88.598900,1238.12
7,49,27.344362,88.598943,1239.51
8,49,27.344362,88.598986,1241.06
9,49,27.344362,88.599029,1242.76
10,49,27.344362,88.599072,1244.59
11,49,27.344362,88.599114,1246.50
12,49,27.344362,88.599157,1248.46
13,49,27.344362,88.599200,1250.44
14,49,27.344362,88.599243,1252.41
15,49,27.344362,88.599286,1254.34
16,49,27.344362,88.599329,1256.21
17,49,27.344362,88.599372,1258.06
18,49,27.344362,88.599415,1259.94
19,49,27.344362,88.599458,1261.95
20,49,27.344362,88.599501,1264.16
21,49,27.344362,88.599544,1266.60
22,49,27.344362,88.599586,1269.24
23,49,27.344362,88.599629,1272.06
24,49,27.344362,88.599672,1275.03
25,49,27.344362,88.599715,1278.13
26,49,27.344362,88.599758,1281.35
27,49,27.344362,88.599801,1284.69
28,49,27.344362,88.599844,1288.12
29,49,27.344362,88.599887,1291.57
